record_id,scope,institution_id,gc_orgID,institution_name_en,institution_name_fr,bank_number_key,pib_type,title_en,title_fr,source_url_en,source_url_fr,specific_information_types_en,specific_information_types_fr,category_ids,category_count,category_max_confidence,category_ambiguous,category_unclassified,unmapped_concepts,interaction_topic_codes,interaction_topic_max_confidence,individual_role_codes,service_action_codes,question_codes,question_count,candidate_question_codes,candidate_question_count,time_follow_up_required,privacy_caveat_codes,retention_rule_type,retention_reference_events,retention_minimum_years,retention_maximum_years,retention_disposition,retention_confidence,retention_language_agreement,retention_requires_institution_contact,retention_requires_schedule_lookup,retention_has_indefinite_component,retention_has_immediate_disposal,retention_is_under_review,retention_text_en,retention_text_fr
institution:ati-schedule-i-department-of-health:HC PPU 409,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 409,Public Bank,Scientific Review and Evaluation Experts,Experts en matière d'examen scientifique et d'évaluation,,,"[""name"", ""contact information"", ""biographical information"", ""educational information"", ""language"", ""professional affiliations"", ""publications"", ""area of scientific expertise""]","[""nom"", ""coordonnées"", ""renseignements biographiques"", ""renseignements sur l'éducation"", ""langue"", ""affiliations professionnelles"", ""publications"", ""domaine de compétence scientifique""]",PI_CAT-1|PI_CAT-3|PI_CAT-15|PI_CAT-17,4,1.00,true,false,education,contracts_procurement|culture_recreation_volunteering|health_disability,0.99,,,,0,q_business_supplier|q_culture_volunteer|q_health_disability,3,false,possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-health:HC PPU 415,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 415,Public Bank,Medical Devices Problem Reporting Program,Programme de déclaration d'incidents relatifs au matériel médical,,,"[""name"", ""title"", ""mailing address"", ""email address"", ""telephone"", ""fax number of the incident reporter or complainant"", ""information regarding the individual who has experienced the incident including their detailed medical information"", ""date"", ""location of the incident"", ""description of the incident"", ""date of implantation or explanation"", ""duration of device use"", ""sex/gender/height/weight of the affected person if applicable to the incident"", ""patient consequences"", ""open-ended health information describing the incident/problem/adverse event""]","[""nom"", ""titre"", ""adresse courriel"", ""numéros de téléphone"", ""de télécopieur de la personne qui signale l'incident ou qui porte plainte"", ""renseignements concernant la personne"", ""renseignements sur la personne qui a été victime de l'incident"", ""ses renseignements médicaux détaillés"", ""date"", ""lieu de l'incident"", ""description de l'incident"", ""date d'implantation ou de l'explication"", ""durée de l'utilisation de l'appareil"", ""sexe/ le genre/la taille/ le poids de la personne touchée"", ""cas échéant"", ""conséquences sur le patient"", ""renseignements variables sur la santé concernant l'incident/le problème/l'événement indésirable""]",PI_CAT-3|PI_CAT-14|PI_CAT-16|PI_CAT-17|PI_CAT-21,5,1.00,false,false,,access_privacy|business_regulation|communications_engagement|complaints_appeals_legal|health_disability|justice_public_safety,0.99,member_general_public|patient_disabled_person,,q_health_disability,1,q_access_privacy|q_business_supplier|q_civic_contact|q_complaint_appeal|q_health_disability|q_justice_safety,6,true,broad_population|sensitive_context,fixed_period,unspecified_start,75.0,75.0,unknown,low,mismatch,false,false,false,false,false,Retained for seventy-five years after receipt of problem report. **RDA:** 2015/022,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-health:HC PPU 430,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 430,Public Bank,Special Access Program - Medical Devices,Programme d'accès spécial - Matériel médical,,,"[""doctor name"", ""contact information"", ""signature"", ""practitioner license number"", ""patient initials"", ""description of"", ""response to previous treatments"", ""unexpected adverse reactions"", ""other medical information""]","[""nom du médecin"", ""ses coordonnées"", ""signature"", ""numéro de licence du praticien"", ""initiales du patient"", ""description des traitements antérieurs"", ""réaction à ceux-ci"", ""réactions indésirables imprévues"", ""d'autres renseignements médicaux""]",PI_CAT-3|PI_CAT-16|PI_CAT-17|PI_CAT-19|PI_CAT-24,5,1.00,false,false,,business_regulation|emergency_assistance|health_disability,0.99,patient_disabled_person,,q_health_disability,1,q_business_supplier|q_emergency|q_health_disability,3,true,possible_sharing|sensitive_context,fixed_period,unspecified_start,50.0,50.0,unknown,medium,consistent,false,false,false,false,false,Retained for fifty years after device has been released.,Conserver pendant cinquante ans après la sortie de l'appareil.
institution:ati-schedule-i-department-of-health:HC PPU 405,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 405,Public Bank,Compliance and Enforcement - Medical Devices,Conformité et application de la loi - Matériel médical,,,"[""name"", ""contact information"", ""biographical information"", ""date of birth"", ""date of death"", ""medical information"", ""other identification numbers"", ""physical attributes"", ""purchasing orders"", ""sales receipts"", ""place of death"", ""hospital where patient was treated"", ""their doctor's name""]","[""nom"", ""coordonnées"", ""renseignements biographiques"", ""date de naissance"", ""date du décès"", ""renseignements médicaux"", ""d'autres numéros d'identification"", ""caractéristiques physiques"", ""bons de commande"", ""reçus de vente"", ""lieu du décès"", ""nom de l'hôpital où le patient a été traité"", ""nom de son médecin""]",PI_CAT-1|PI_CAT-3|PI_CAT-8|PI_CAT-9|PI_CAT-16|PI_CAT-17|PI_CAT-19|PI_CAT-21|PI_CAT-23,9,1.00,false,false,,access_privacy|business_regulation|complaints_appeals_legal|health_disability|justice_public_safety,0.99,member_general_public|patient_disabled_person,,q_business_supplier|q_health_disability,2,q_access_privacy|q_business_supplier|q_complaint_appeal|q_health_disability|q_justice_safety,5,true,broad_population|possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-health:HC PPU 406,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 406,Public Bank,Compliance and Enforcement - Natural Health Products,Conformité et application de la loi - Produits de santé naturels,,,"[""name"", ""contact information"", ""date of death"", ""medical information"", ""physical attributes"", ""purchasing orders"", ""sales receipts"", ""written details associated with complaints submitted by the public (what, when, where, who"", ""how something happened) purchasing orders""]","[""nom"", ""coordonnées"", ""date du décès"", ""renseignements médicaux"", ""caractéristiques physiques"", ""détails associés aux plaintes soumises par le public (de quoi s'agit-il, quand, où"", ""comment cela s'est-il déroulé"", ""qui est impliqué)"", ""bons de commande"", ""reçus de vente""]",PI_CAT-3|PI_CAT-9|PI_CAT-16|PI_CAT-17|PI_CAT-21,5,1.00,false,false,,business_regulation|complaints_appeals_legal|health_disability|justice_public_safety,0.99,member_general_public,submitted_complaint_appeal,q_business_supplier|q_complaint_appeal|q_health_disability,3,q_business_supplier|q_complaint_appeal|q_health_disability|q_justice_safety,4,true,broad_population|possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-health:HC PPU 315,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 315,Public Bank,Pesticide Incident Reporting,Rapports d'incidents liés aux pesticides,,,"[""name"", ""contact information of the incident reporter"", ""medical information"", ""physical attributes"", ""exposure scenario"", ""symptoms"", ""location of incident"", ""other unsolicited personal information""]","[""nom"", ""coordonnées du déclarant"", ""renseignements médicaux"", ""caractéristiques physiques"", ""scénario d'exposition"", ""symptômes"", ""lieu de l'incident""]",PI_CAT-3|PI_CAT-16|PI_CAT-17|PI_CAT-21,4,1.00,false,false,,business_regulation|communications_engagement|health_disability,0.99,member_general_public|representative_guardian,,,0,q_business_supplier|q_civic_contact|q_health_disability,3,false,broad_population|possible_third_party_information|sensitive_context,fixed_period,last_administrative_action,10.0,10.0,destroy,high,consistent,false,false,false,false,false,Records will be destroyed ten years after last administrative action.,Les dossiers seront détruits dix ans après la dernière mesure administrative.
institution:ati-schedule-i-department-of-health:HC PPU 414,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 414,Public Bank,"Special Access Program - Pharmaceuticals, Biologic and Radio-Pharmaceuticals","Programme d'accès spécial - Produits pharmaceutiques, biologiques et radiopharmaceutiques",,,"[""practitioner name"", ""contact information"", ""signature"", ""alternate's contact information"", ""patient initials"", ""date of birth"", ""physical attributes"", ""clinical rationale for non-marketed drug"", ""detailed medical history"", ""description of"", ""response to treatment"", ""unexpected adverse reactions"", ""other medical information"", ""signatures of public health officials""]","[""nom du praticien"", ""ses coordonnées"", ""sa signature"", ""coordonnées de son remplaçant"", ""initiales du patient"", ""sa date de naissance"", ""ses caractéristiques physiques"", ""justification clinique de l'utilisation du médicament non commercialisé"", ""antécédents médicaux détaillés"", ""description du traitement"", ""réaction au traitement"", ""réactions indésirables imprévues"", ""d'autres renseignements médicaux"", ""coordonnées"", ""signatures des responsables de la santé publique""]",PI_CAT-3|PI_CAT-8|PI_CAT-16|PI_CAT-17|PI_CAT-21|PI_CAT-24,6,1.00,false,false,,business_regulation|emergency_assistance|health_disability|veterans_military,0.99,patient_disabled_person,requested_information_privacy,q_access_privacy|q_health_disability,2,q_access_privacy|q_business_supplier|q_emergency|q_health_disability|q_military_veterans,5,true,possible_sharing|sensitive_context,fixed_period,unspecified_start,50.0,50.0,unknown,medium,consistent,false,false,false,false,false,Retain for 50 years after decision has been issued.,Conserver pendant 50 ans après la publication de la décision.
institution:ati-schedule-i-department-of-health:HC PPU 445,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 445,Public Bank,Veterinary Health Products Notification Program,Produits de santé animale - Programme de notification,,,"[""first"", ""last name"", ""email address"", ""mailing address"", ""password"", ""preferred language""]","[""prénom"", ""nom"", ""adresse électronique"", ""adresse postale"", ""mot de passe"", ""langue préférée""]",PI_CAT-3|PI_CAT-15|PI_CAT-17,3,0.98,false,false,,communications_engagement|health_disability,0.99,member_general_public,,q_health_disability,1,q_civic_contact|q_health_disability,2,true,broad_population|possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes d'élimination établies par Bibliothèque et Archives Canada. **Numéro RDA :** 2015/006 **Numéro de classe de dossier connexe :** SC HP 010
institution:ati-schedule-i-department-of-health:HC PPU 407,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 407,Public Bank,Compliance and Enforcement - Pharmaceutical Drugs,Conformité et application de la loi - Médicaments pharmaceutiques,,,"[""name"", ""contact information"", ""biographical information"", ""date of death"", ""educational information"", ""medical information"", ""physical attributes"", ""place of death"", ""written details associated with complaints submitted by the public (what, when, where, who"", ""how something happened)"", ""purchasing orders"", ""sales receipts"", ""preferred language"", ""Internet Protocol (IP) addresses including device location"", ""date"", ""time"", ""referrer Uniform Resource Locator (URL) request""]","[""nom"", ""coordonnées"", ""renseignements biographiques"", ""date du décès"", ""renseignements sur l'éducation"", ""renseignements médicaux"", ""caractéristiques physiques"", ""lieu du décès"", ""détails des plaintes soumises par le public (de quoi s'agit-il, quand, où"", ""comment cela s'est-il déroulé"", ""qui est impliqué)"", ""bons de commande"", ""reçus de vente"", ""langue préférée"", ""adresses IP (Internet Protocol)"", ""y compris l'emplacement de l'appareil"", ""date"", ""heure"", ""URL (Uniform Resource Locator) de la requête référente""]",PI_CAT-1|PI_CAT-3|PI_CAT-9|PI_CAT-15|PI_CAT-16|PI_CAT-17|PI_CAT-21|PI_CAT-23,8,1.00,true,false,digital or network identifier|education,business_regulation|complaints_appeals_legal|contracts_procurement|health_disability|justice_public_safety,0.99,contractor_supplier|member_general_public|representative_guardian,submitted_complaint_appeal,q_business_supplier|q_complaint_appeal,2,q_business_supplier|q_complaint_appeal|q_health_disability|q_justice_safety,4,true,broad_population|possible_sharing|possible_third_party_information|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-health:HC PPU 450,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 450,Public Bank,Biocides Compliance and Enforcement,Conformité et application des lois relatives aux biocides,,,"[""name"", ""contact information"", ""address"", ""written details associated with complaints submitted by the public (what, when, where, who"", ""how something happened)"", ""purchasing orders"", ""sales receipts""]","[""nom"", ""coordonnées"", ""adresse"", ""détails écrits associés aux plaintes soumises par le public (quoi, quand, où, qui"", ""comment quelque chose s'est produit)"", ""bons de commande"", ""reçus de vente""]",PI_CAT-3|PI_CAT-17,2,1.00,false,false,,business_regulation|complaints_appeals_legal|education_training|health_disability|justice_public_safety,0.99,member_general_public,submitted_complaint_appeal,q_business_supplier|q_complaint_appeal,2,q_business_supplier|q_complaint_appeal|q_education_training|q_health_disability|q_justice_safety,5,true,broad_population|possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes d'élimination établies par Bibliothèque et Archives Canada. **Numéro RDA :** 2015/022 **Numéro de classe de dossier connexe :** SC HP 020
institution:ati-schedule-i-department-of-health:HC PPU 312,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 312,Public Bank,Biological Dosimetry Service,Service de dosimétrie biologique,,,"[""name"", ""contact information"", ""biometric information"", ""date of birth"", ""medical information"", ""physical attributes"", ""signature"", ""smoking"", ""radiation exposure history"", ""consent forms"", ""blood samples""]","[""nom"", ""coordonnées"", ""renseignements biométriques"", ""date de naissance"", ""renseignements médicaux"", ""caractéristiques physiques"", ""signature"", ""antécédents de tabagisme"", ""d'exposition aux radiations"", ""formulaires de consentement"", ""échantillons de sang""]",PI_CAT-2|PI_CAT-3|PI_CAT-8|PI_CAT-16|PI_CAT-17|PI_CAT-21|PI_CAT-24,7,1.00,false,false,,business_regulation|emergency_assistance|government_employment|health_disability|justice_public_safety,0.94,member_general_public,,,0,q_business_supplier|q_emergency|q_government_work|q_health_disability|q_justice_safety,5,false,broad_population|possible_sharing|sensitive_context,conditional_periods,unspecified_start,80.0,80.0,unknown,low,mismatch,false,false,false,false,true,Under Review at LAC - eighty years.,En cours d'examen à BAC – quatre-vingt ans.
institution:ati-schedule-i-department-of-health:HC PPU 310,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 310,Public Bank,Biological and Other Research Related to Radiation,Recherches sur les effets biologiques et autres recherches sur les radiations,,,"[""name"", ""contact information"", ""biographical information"", ""biometric information"", ""date of birth"", ""educational information"", ""financial information"", ""medical information"", ""physical attributes"", ""place of birth"", ""signature"", ""smoking"", ""radiation history"", ""medical history"", ""behaviors"", ""habits"", ""mood information"", ""consent forms"", ""blood"", ""urine"", ""saliva"", ""hair samples""]","[""nom"", ""coordonnées"", ""renseignements biographiques"", ""renseignements biométriques"", ""date de naissance"", ""renseignements sur l'éducation"", ""données financières"", ""renseignements médicaux"", ""caractéristiques physiques"", ""lieu de naissance"", ""signature"", ""antécédents de tabagisme"", ""de radiation"", ""renseignements sur les comportements"", ""habitudes"", ""humeurs"", ""formulaires de consentement"", ""échantillons de sang"", ""urine"", ""de salive"", ""de cheveux""]",PI_CAT-1|PI_CAT-2|PI_CAT-3|PI_CAT-8|PI_CAT-13|PI_CAT-16|PI_CAT-17|PI_CAT-21|PI_CAT-22|PI_CAT-24,10,1.00,true,false,education,access_privacy|culture_recreation_volunteering|health_disability,0.94,member_general_public,,,0,q_access_privacy|q_culture_volunteer|q_health_disability,3,false,broad_population|possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-health:HC PPU 080,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 080,Public Bank,National Dose Registry (NDR) for Occupational Exposures,Fichier dosimétrique national (FDN) des expositions professionnelles,,,"[""worker's given names"", ""surname"", ""any previous surname"", ""Social Insurance Number (SIN)"", ""gender"", ""job category"", ""work history"", ""date"", ""province"", ""country of birth"", ""whether or not the worker is pregnant"", ""pregnancy start date"", ""amount of exposure to radon progeny"", ""effective dose"", ""equivalent dose received by"", ""committed to the worker"", ""name"", ""contact information of the worker's current employer""]","[""prénom"", ""nom de famille"", ""tout nom de famille antérieur du travailleur"", ""son numéro d'assurance sociale (NAS)"", ""son sexe"", ""sa catégorie d'emploi"", ""ses antécédents professionnels"", ""sa date"", ""sa province"", ""son pays de naissance"", ""si la travailleuse est enceinte"", ""date de début de sa grossesse"", ""degré d'exposition du travailleur aux produits de filiation du radon"", ""dose efficace"", ""dose équivalente reçues par le travailleur"", ""engagées à son égard"", ""nom"", ""coordonnées de l'employeur actuel du travailleur""]",PI_CAT-1|PI_CAT-3|PI_CAT-14|PI_CAT-17|PI_CAT-22|PI_CAT-25,6,1.00,false,false,,benefits_support|business_regulation|government_employment|health_disability|justice_public_safety,0.98,contractor_supplier,,,0,q_business_supplier|q_government_work|q_health_disability|q_justice_safety|q_money_programs,5,false,possible_sharing|sensitive_context,conditional_periods,unspecified_start,80.0,80.0,unknown,low,consistent,false,false,false,false,true,Under Review at LAC - eighty years.,En cours d'examen à BAC – quatre-vingts ans.
institution:ati-schedule-i-department-of-health:HC PPU 431,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 431,Public Bank,National Dosimetry Services (NDS) Division,Division des Services nationaux de dosimétrie (SND),,,"[""worker's given names"", ""surname"", ""previous surname"", ""social insurance number (SIN)"", ""sex"", ""job classification"", ""employer"", ""work history"", ""date of birth"", ""province of birth"", ""country of birth if born outside Canada"", ""whether or not the worker is pregnant"", ""dose received by the worker"", ""name"", ""contact information of the employer""]","[""prénoms"", ""nom de famille"", ""nom de famille antérieur du travailleur"", ""numéro d'assurance sociale (NAS)"", ""sexe"", ""classification de l'emploi"", ""employeur"", ""historique de travail"", ""date de naissance"", ""province de naissance"", ""pays de naissance si le travailleur est né à l'extérieur du Canada"", ""existence ou non d'une grossesse"", ""dose reçue par le travailleur"", ""nom"", ""coordonnées de l'employeur""]",PI_CAT-1|PI_CAT-3|PI_CAT-8|PI_CAT-14|PI_CAT-17|PI_CAT-22|PI_CAT-25,7,1.00,false,false,,business_regulation|emergency_assistance|government_employment|health_disability,0.96,,,,0,q_business_supplier|q_emergency|q_government_work|q_health_disability,4,false,possible_sharing|sensitive_context,conditional_periods,unspecified_start,80.0,80.0,unknown,low,consistent,false,false,false,false,true,Under Review at LAC - eighty years.,En cours d'examen à BAC – quatre-vingts ans.
institution:ati-schedule-i-department-of-health:HC PCE 701,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PCE 701,Central Bank,Public Service Occupational Health Program,Programme de santé au travail des fonctionnaires fédéraux,,,"[""names"", ""contact information"", ""physical attributes"", ""biographical information"", ""date of birth"", ""employee information"", ""employment equity information"", ""medical information (e.g., clinical notes"", ""recommendations, workplace accommodations, laboratory or test results)"", ""employee identification number"", ""signature"", ""language""]",[],PI_CAT-1|PI_CAT-3|PI_CAT-8|PI_CAT-10|PI_CAT-11|PI_CAT-12|PI_CAT-15|PI_CAT-16|PI_CAT-17|PI_CAT-21|PI_CAT-24,11,1.00,false,false,,complaints_appeals_legal|democratic_civic|government_employment|health_disability|transport_licensing,0.99,family_dependent|job_applicant,worked_for_government,q_government_work|q_health_disability,2,q_business_supplier|q_civic_contact|q_complaint_appeal|q_family_vital|q_government_work|q_health_disability,6,true,possible_sharing|possible_third_party_information|sensitive_context,fixed_period,last_administrative_action,30.0,30.0,destroy,high,consistent,false,false,false,false,false,"Occupational health files are retained for 30 years following last administrative action, and then destroyed.","Les dossiers de santé au travail sont conservés pendant 30 ans après la dernière mesure administrative, puis détruits."
institution:ati-schedule-i-department-of-health:HC PCU 705,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PCU 705,Public Central Bank,Employee Assistance Services,Services d'aide aux employés,,,"[""name"", ""contact information"", ""employing institution"", ""occupational group"", ""gender"", ""age range"", ""reason for consultation"", ""referral"", ""counselling coaching mediation"", ""training notes"", ""number"", ""date of visits"", ""parental consent for service to minors"", ""signature"", ""views and opinions"", ""counsellor"", ""client numbers"", ""and"", ""depending on issue being discussed"", ""medical information""]","[""nom"", ""coordonnées"", ""nom de l'établissement employeur"", ""groupe professionnel"", ""sexe"", ""tranche d'âge"", ""motif de consultation"", ""aiguillage"", ""notes sur la consultation"", ""encadrement"", ""médiation ou la formation"", ""nombre de consultations"", ""date"", ""consentement parental dans le cas d'un service offert à un mineur"", ""signature"", ""opinions et points de vue"", ""numéros du conseiller"", ""client"", ""et"", ""selon le sujet discuté"", ""renseignements médicaux""]",PI_CAT-3|PI_CAT-14|PI_CAT-16|PI_CAT-17|PI_CAT-18|PI_CAT-24,6,1.00,true,false,race or ethnicity|religion,access_privacy|business_regulation|communications_engagement|complaints_appeals_legal|contracts_procurement|government_employment|health_disability|justice_public_safety,0.99,contractor_supplier|government_employee,,,0,q_access_privacy|q_business_supplier|q_civic_contact|q_complaint_appeal|q_government_work|q_health_disability|q_justice_safety,7,false,possible_sharing|sensitive_context,fixed_period,unspecified_start,2.0,2.0,unknown,medium,consistent,false,false,false,false,false,Two (2) years after the last administration action.,Deux (2) ans après la dernière mesure administrative.
institution:ati-schedule-i-department-of-health:HC PPU 921,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 921,Public Bank,Peer Support Program,Programme de soutien par les pairs,,,"[""name"", ""contact information"", ""biographical information"", ""medical information"", ""signature"", ""age"", ""photos"", ""preferred language"", ""interaction number"", ""date of interaction"", ""length of interaction"", ""method of communication (telephone, email, or face-to-face)"", ""reason for interaction (personal or workplace issue"", ""depending on the issue being discussed, medical information)"", ""nature of help provided"", ""internal resources shared"", ""external resources shared"", ""comments about the interaction""]","[""nom"", ""coordonnées"", ""renseignements biographiques"", ""renseignements médicaux"", ""signature"", ""âge"", ""photos"", ""langue préférée"", ""nombre d'interactions"", ""date de l'interaction"", ""durée de l'interaction"", ""méthode de communication (par téléphone, par courriel ou face à face)"", ""raison de l'interaction (problème personnel ou en milieu de travail et, selon le question qui fait l'objet de discussions, les renseignements médicaux)"", ""nature de l'aide fournie"", ""ressources internes partagées"", ""ressources externes partagées"", ""commentaires sur l'interaction""]",PI_CAT-1|PI_CAT-3|PI_CAT-15|PI_CAT-16|PI_CAT-17|PI_CAT-20|PI_CAT-24,7,1.00,false,false,,contracts_procurement|culture_recreation_volunteering|emergency_assistance|government_employment|health_disability,0.94,contractor_supplier,,,0,q_business_supplier|q_culture_volunteer|q_emergency|q_government_work|q_health_disability,5,false,possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-health:HC PPU 446,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 446,Public Bank,Internationally Protected Persons Program,Programme des personnes protégées au niveau international,,,"[""first"", ""last names"", ""official title"", ""country or delegation"", ""medical information"", ""food allergies"", ""signature"", ""security level of IPPs"", ""name"", ""title"", ""phone number of signatories""]","[""prénoms"", ""noms"", ""titre officiel"", ""pays ou la délégation"", ""renseignements médicaux"", ""allergies alimentaires"", ""signature"", ""niveau de sécurité des PPI"", ""nom"", ""titre"", ""numéro de téléphone des signataires""]",PI_CAT-3|PI_CAT-16|PI_CAT-17|PI_CAT-24,4,1.00,false,false,,emergency_assistance|government_employment|health_disability,0.96,family_dependent|representative_guardian,,,0,q_emergency|q_family_vital|q_government_work|q_health_disability,4,false,possible_sharing|possible_third_party_information|sensitive_context,minimum_period,unspecified_start,2.0,,transfer_to_archives,medium,consistent,false,false,false,false,false,Health Canada will retain the information for a minimum of two years and then review it for possible transfer to Library and Archives Canada.,"Santé Canada conservera les renseignements pendant au moins deux ans, puis les examinera en vue de leur transfert éventuel à Bibliothèque et Archives Canada. **Numéro RDA :** 2015/022 **Numéro de classe de documents connexes :** SC SHS 005"
institution:ati-schedule-i-department-of-health:HC PPU 022,institution,ati-schedule-i-department-of-health,2228,Department of Health,Ministère de la Santé,HC PPU 022,Public Bank,Nurse and Healthcare Practitioner Practice and Standards Reviews,Examens des pratiques et normes des infirmières et des professionnels de la santé,,,"[""name"", ""contact information"", ""complaints concerning the health care practitioner"", ""biographical information"", ""employee personnel information"", ""employee"", ""other identification numbers"", ""educational"", ""certification information"", ""employee practice as a registered professional"", ""medical information"", ""observations"", ""views and opinions of"", ""about an individual""]","[""nom"", ""coordonnées"", ""plaintes formulées à l'égard du professionnel de la santé"", ""renseignements biographiques"", ""renseignements personnels de l'employé"", ""numéros d'employé"", ""autres numéros d'identification"", ""renseignements relatifs aux études"", ""à la certification"", ""pratiques de l'employé à titre de professionnel inscrit"", ""renseignements médicaux"", ""observations"", ""points de vue"", ""opinions d'une personne ou sur une personne""]",PI_CAT-1|PI_CAT-3|PI_CAT-12|PI_CAT-16|PI_CAT-17|PI_CAT-18|PI_CAT-19,7,1.00,false,false,,business_regulation|complaints_appeals_legal|government_employment|health_disability|justice_public_safety,0.99,patient_disabled_person,worked_for_government,,0,q_business_supplier|q_complaint_appeal|q_government_work|q_health_disability|q_justice_safety,5,false,possible_sharing|sensitive_context,minimum_period,last_administrative_action,2.0,,unknown,medium,consistent,false,false,false,false,false,Personal information will be retained for a minimum of two (2) years after the last administrative action and will follow the disposition standards set out by Library and Archives Canada.,Les renseignements personnels seront conservés pendant au moins deux (2) ans après la dernière mesure administrative et seront soumis aux normes de disposition établies par Bibliothèque et Archives Canada.
